ip,hostname,port,status,rtt_ms,timestamp,error
192.168.1.163,,80,closed,1015.19,2025-10-05T12:12:09.601798Z,
192.168.1.168,,80,closed,1008.55,2025-10-05T12:12:09.607961Z,
192.168.1.177,,80,closed,1009.39,2025-10-05T12:12:09.610183Z,
192.168.1.166,,80,closed,1009.54,2025-10-05T12:12:09.607621Z,
192.168.1.179,,80,closed,1007.28,2025-10-05T12:12:09.610880Z,
192.168.1.183,,80,closed,1005.62,2025-10-05T12:12:09.612562Z,
192.168.1.185,,80,closed,1005.64,2025-10-05T12:12:09.612970Z,
192.168.1.170,,80,closed,1007.02,2025-10-05T12:12:09.608171Z,
192.168.1.182,,80,closed,1004.82,2025-10-05T12:12:09.612436Z,
192.168.1.193,,80,closed,1004.6,2025-10-05T12:12:09.614340Z,
192.168.1.196,,80,closed,1002.9,2025-10-05T12:12:09.615843Z,
192.168.1.186,,80,closed,1002.61,2025-10-05T12:12:09.613089Z,
192.168.1.194,,80,closed,1004.38,2025-10-05T12:12:09.614638Z,
192.168.1.159,,80,closed,1018.57,2025-10-05T12:12:09.600229Z,
192.168.1.162,,80,closed,1019.02,2025-10-05T12:12:09.600943Z,
192.168.1.176,,80,closed,1007.57,2025-10-05T12:12:09.609068Z,
192.168.1.192,,80,closed,1007.07,2025-10-05T12:12:09.614082Z,
192.168.1.181,,80,closed,1007.61,2025-10-05T12:12:09.612315Z,
192.168.1.190,,80,closed,1002.38,2025-10-05T12:12:09.613666Z,
192.168.1.184,,80,closed,1005.64,2025-10-05T12:12:09.612724Z,
192.168.1.174,,80,closed,1012.18,2025-10-05T12:12:09.608707Z,
192.168.1.187,,80,closed,1004.67,2025-10-05T12:12:09.613195Z,
192.168.1.165,,80,closed,1006.14,2025-10-05T12:12:09.607441Z,
192.168.1.172,,80,closed,1013.09,2025-10-05T12:12:09.608519Z,
192.168.1.199,,80,closed,1009.57,2025-10-05T12:12:09.622899Z,
192.168.1.208,,80,closed,1009.74,2025-10-05T12:12:10.587672Z,
192.168.1.206,,80,closed,1009.97,2025-10-05T12:12:10.587492Z,
192.168.1.205,,80,closed,1010.27,2025-10-05T12:12:10.587369Z,
192.168.1.211,,80,closed,1010.41,2025-10-05T12:12:10.588043Z,
192.168.1.201,,80,closed,1010.65,2025-10-05T12:12:10.586611Z,
192.168.1.202,,80,closed,1011.98,2025-10-05T12:12:10.586849Z,
192.168.1.213,,80,closed,1009.6,2025-10-05T12:12:10.588572Z,
192.168.1.203,,80,closed,1010.4,2025-10-05T12:12:10.587148Z,
192.168.1.216,,80,closed,1010.51,2025-10-05T12:12:10.588785Z,
192.168.1.218,,80,closed,1009.68,2025-10-05T12:12:10.589114Z,
192.168.1.215,,80,closed,1010.13,2025-10-05T12:12:10.588739Z,
192.168.1.212,,80,closed,1010.83,2025-10-05T12:12:10.588427Z,
192.168.1.217,,80,closed,1009.76,2025-10-05T12:12:10.588902Z,
192.168.1.210,,80,closed,1010.74,2025-10-05T12:12:10.587967Z,
192.168.1.220,,80,closed,1010.25,2025-10-05T12:12:10.589342Z,
192.168.1.221,,80,closed,1010.25,2025-10-05T12:12:10.589686Z,
192.168.1.209,,80,closed,1010.35,2025-10-05T12:12:10.587739Z,
192.168.1.219,,80,closed,1010.53,2025-10-05T12:12:10.589230Z,
192.168.1.223,,80,closed,1010.67,2025-10-05T12:12:10.590093Z,
192.168.1.207,,80,closed,1009.75,2025-10-05T12:12:10.587591Z,
192.168.1.200,,80,closed,1009.73,2025-10-05T12:12:10.586434Z,
192.168.1.222,,80,closed,1009.74,2025-10-05T12:12:10.589875Z,
192.168.1.214,,80,closed,1010.13,2025-10-05T12:12:10.588652Z,
192.168.1.204,,80,closed,1009.41,2025-10-05T12:12:10.587282Z,
192.168.1.230,,80,closed,1009.41,2025-10-05T12:12:10.602871Z,
192.168.1.226,,80,closed,1006.38,2025-10-05T12:12:10.602132Z,
192.168.1.251,,80,closed,1005.0,2025-10-05T12:12:10.608164Z,
192.168.1.236,,80,closed,1006.7,2025-10-05T12:12:10.604573Z,
192.168.1.255,,80,closed,1004.0,2025-10-05T12:12:10.609237Z,
192.168.1.246,,80,closed,1006.16,2025-10-05T12:12:10.607262Z,
192.168.1.235,,80,closed,1009.12,2025-10-05T12:12:10.604486Z,
192.168.1.240,,80,closed,1005.03,2025-10-05T12:12:10.606125Z,
192.168.1.224,,80,closed,1005.18,2025-10-05T12:12:10.601690Z,
192.168.1.232,,80,closed,1009.98,2025-10-05T12:12:10.603837Z,
192.168.1.229,,80,closed,1005.86,2025-10-05T12:12:10.602774Z,
192.168.1.242,,80,closed,1005.59,2025-10-05T12:12:10.606732Z,
192.168.1.252,,80,closed,1003.8,2025-10-05T12:12:10.608452Z,
192.168.1.231,,80,closed,1008.78,2025-10-05T12:12:10.603568Z,
192.168.1.248,,80,closed,1006.37,2025-10-05T12:12:10.607746Z,
192.168.1.243,,80,closed,1004.54,2025-10-05T12:12:10.606873Z,
192.168.1.237,,80,closed,1008.42,2025-10-05T12:12:10.604802Z,
192.168.1.254,,80,closed,1005.76,2025-10-05T12:12:10.608895Z,
192.168.1.249,,80,closed,1005.02,2025-10-05T12:12:10.607971Z,
192.168.1.234,,80,closed,1005.08,2025-10-05T12:12:10.604377Z,
192.168.1.239,,80,closed,1007.23,2025-10-05T12:12:10.605412Z,
192.168.1.225,,80,closed,1008.32,2025-10-05T12:12:10.601937Z,
192.168.1.227,,80,closed,1008.95,2025-10-05T12:12:10.602215Z,
192.168.1.245,,80,closed,1006.38,2025-10-05T12:12:10.607109Z,
192.168.1.253,,80,closed,1006.1,2025-10-05T12:12:10.608579Z,
192.168.1.247,,80,closed,1005.55,2025-10-05T12:12:10.607550Z,
192.168.1.233,,80,closed,1007.44,2025-10-05T12:12:10.604223Z,
192.168.1.238,,80,closed,1010.82,2025-10-05T12:12:10.605193Z,
192.168.1.244,,80,closed,1005.07,2025-10-05T12:12:10.606957Z,
192.168.1.250,,80,closed,1004.74,2025-10-05T12:12:10.608044Z,
192.168.1.228,,80,closed,1013.63,2025-10-05T12:12:10.602287Z,
192.168.1.241,,80,closed,1006.88,2025-10-05T12:12:10.606304Z,
